iter	Passed	Remaining
456	825	980
457	826	978
458	827	975
459	829	973
460	830	970
461	831	968
462	833	966
463	834	964
464	835	961
465	836	959
466	838	956
467	839	953
468	840	951
469	841	948
470	842	946
471	843	943
472	844	941
473	845	938
474	847	937
475	849	934
476	850	932
477	851	929
478	852	927
479	853	924
480	855	922
481	856	920
482	857	917
483	858	915
484	859	912
485	860	910
486	862	908
487	863	906
488	864	903
489	866	901
490	867	899
491	868	896
492	869	894
493	870	891
494	871	889
495	872	887
496	874	884
497	875	882
498	877	881
499	879	879
500	880	876
501	881	874
502	882	872
503	883	869
504	885	867
505	886	865
506	887	862
507	888	860
508	889	858
509	890	855
510	893	854
511	894	852
512	896	850
513	897	848
514	898	846
515	900	844
516	901	842
517	902	840
518	904	838
519	905	835
520	908	835
521	909	833
522	911	831
523	912	828
524	913	826
525	915	824
526	916	822
527	917	820
528	919	818
529	920	816
530	923	815
531	924	813
532	926	811
533	927	809
534	929	807
535	930	805
536	934	805
537	938	806
538	940	804
539	942	802
540	943	800
541	945	799
542	951	800
543	956	801
544	957	799
545	959	797
546	960	795
547	961	793
548	962	791
549	964	788
550	965	786
551	966	784
552	970	784
553	972	782
554	974	781
555	976	780
556	979	778
557	980	776
558	981	774
559	987	776
560	989	774
561	991	772
562	1000	776
563	1001	774
564	1002	772
565	1004	769
566	1006	768
567	1007	766
568	1008	764
569	1010	761
570	1011	759
571	1012	757
572	1014	755
573	1015	753
574	1017	751
575	1018	749
576	1019	747
577	1020	745
578	1021	742
579	1022	740
580	1024	738
581	1025	736
582	1026	734
583	1029	733
584	1031	731
585	1032	729
586	1033	727
587	1034	725
588	1036	723
589	1038	721
590	1040	719
591	1042	718
592	1045	717
593	1048	716
594	1050	714
595	1051	713
596	1053	711
597	1055	709
598	1056	707
599	1058	705
600	1061	704
601	1063	703
602	1065	701
603	1066	699
604	1067	697
605	1069	695
606	1070	693
607	1072	691
608	1073	689
609	1078	689
610	1079	687
611	1081	685
612	1083	683
613	1086	683
614	1093	684
615	1095	682
616	1097	681
617	1099	679
618	1101	677
619	1104	676
620	1109	677
621	1111	675
622	1113	673
623	1115	672
624	1120	672
625	1122	670
626	1124	669
627	1126	667
628	1129	666
629	1130	664
630	1132	662
631	1133	660
632	1136	658
633	1137	656
634	1139	654
635	1140	652
636	1141	650
637	1143	648
638	1144	646
639	1145	644
640	1146	642
641	1148	640
642	1150	638
643	1151	636
644	1153	634
645	1154	632
646	1155	630
647	1157	628
648	1158	626
649	1159	624
650	1160	622
651	1162	620
652	1163	618
653	1166	617
654	1168	615
655	1170	613
656	1171	611
657	1172	609
658	1174	607
659	1175	605
660	1176	603
661	1177	601
662	1178	599
663	1181	598
664	1183	596
665	1184	594
666	1185	591
667	1186	589
668	1188	587
669	1189	585
670	1190	583
671	1191	581
672	1193	579
673	1195	578
674	1197	576
675	1198	574
676	1200	572
677	1201	570
678	1202	568
679	1203	566
680	1205	564
681	1206	562
682	1207	560
683	1208	558
684	1212	557
685	1213	555
686	1215	553
687	1216	551
688	1217	549
689	1218	547
690	1220	545
691	1221	543
692	1222	541
693	1223	539
694	1227	538
695	1228	536
696	1229	534
697	1230	532
698	1232	530
699	1233	528
700	1234	526
701	1235	524
702	1236	522
703	1237	520
704	1238	518
705	1240	516
706	1242	514
707	1243	512
708	1245	511
709	1246	509
710	1247	507
711	1248	505
712	1249	503
713	1250	500
714	1251	498
715	1252	496
716	1254	494
717	1256	493
718	1257	491
719	1259	489
720	1260	487
721	1261	485
722	1263	483
723	1264	481
724	1265	479
725	1266	477
726	1267	476
727	1268	474
728	1270	472
729	1272	470
730	1274	468
731	1275	466
732	1276	464
733	1277	462
734	1278	460
735	1279	458
736	1280	457
737	1281	455
738	1282	453
739	1284	451
740	1286	449
741	1287	447
742	1288	445
743	1289	443
744	1291	441
745	1292	439
746	1293	437
747	1294	436
748	1295	434
749	1296	432
750	1297	430
751	1298	428
752	1300	426
753	1302	424
754	1303	422
755	1304	421
756	1305	419
757	1306	417
758	1307	415
759	1308	413
760	1309	411
761	1310	409
762	1311	407
763	1313	405
764	1314	403
765	1316	402
766	1318	400
767	1319	398
768	1320	396
769	1321	394
770	1322	392
771	1323	390
772	1324	389
773	1325	387
774	1326	385
775	1327	383
776	1329	381
777	1331	379
778	1332	378
779	1334	376
780	1335	374
781	1336	372
782	1337	370
783	1338	368
784	1339	366
785	1340	364
786	1341	363
787	1342	361
788	1344	359
789	1346	357
790	1347	356
791	1349	354
792	1350	352
793	1351	350
794	1352	348
795	1354	347
796	1355	345
797	1356	343
798	1357	341
799	1358	339
800	1361	338
801	1362	336
802	1363	334
803	1365	332
804	1366	330
805	1367	329
806	1368	327
807	1369	325
808	1370	323
809	1371	321
810	1372	319
811	1373	318
812	1376	316
813	1377	314
814	1378	312
815	1379	311
816	1380	309
817	1381	307
818	1382	305
819	1383	303
820	1385	301
821	1386	300
822	1387	298
823	1388	296
824	1389	294
825	1391	293
826	1392	291
827	1394	289
828	1395	287
829	1396	285
830	1397	284
831	1398	282
832	1399	280
833	1400	278
834	1401	277
835	1403	275
836	1404	273
837	1406	271
838	1407	270
839	1408	268
840	1409	266
841	1410	264
842	1412	262
843	1413	261
844	1414	259
845	1415	257
846	1416	255
847	1417	254
848	1418	252
849	1420	250
850	1422	249
851	1423	247
852	1424	245
853	1425	243
854	1426	241
855	1428	240
856	1429	238
857	1430	236
858	1431	234
859	1432	233
860	1433	231
861	1436	229
862	1437	228
863	1438	226
864	1439	224
865	1440	222
866	1441	221
867	1443	219
868	1444	217
869	1445	216
870	1447	214
871	1451	213
872	1453	211
873	1454	209
874	1456	208
875	1457	206
876	1458	204
877	1460	202
878	1461	201
879	1463	199
880	1464	197
881	1466	196
882	1467	194
883	1469	192
884	1470	191
885	1471	189
886	1473	187
887	1474	185
888	1475	184
889	1476	182
890	1477	180
891	1479	179
892	1481	177
893	1483	175
894	1484	174
895	1486	172
896	1487	170
897	1488	169
898	1489	167
899	1490	165
900	1491	163
901	1492	162
902	1493	160
903	1495	158
904	1497	157
905	1498	155
906	1499	153
907	1500	152
908	1501	150
909	1503	148
910	1504	146
911	1505	145
912	1506	143
913	1507	141
914	1508	140
915	1511	138
916	1512	136
917	1514	135
918	1515	133
919	1516	131
920	1517	130
921	1518	128
922	1519	126
923	1520	125
924	1521	123
925	1522	121
926	1524	120
927	1526	118
928	1527	116
929	1528	115
930	1530	113
931	1531	111
932	1532	110
933	1533	108
934	1534	106
935	1535	104
936	1536	103
937	1537	101
938	1539	99
939	1541	98
940	1542	96
941	1544	95
942	1545	93
943	1546	91
944	1547	90
945	1549	88
946	1550	86
947	1551	85
948	1552	83
949	1553	81
950	1556	80
951	1557	78
952	1558	76
953	1559	75
954	1560	73
955	1562	71
956	1563	70
957	1564	68
958	1565	66
959	1566	65
960	1567	63
961	1569	61
962	1572	60
963	1573	58
964	1574	57
965	1575	55
966	1577	53
967	1578	52
968	1579	50
969	1580	48
970	1582	47
971	1583	45
972	1587	44
973	1588	42
974	1590	40
975	1591	39
976	1592	37
977	1593	35
978	1595	34
979	1596	32
980	1597	30
981	1599	29
982	1601	27
983	1603	26
984	1604	24
985	1605	22
986	1607	21
987	1608	19
988	1609	17
989	1611	16
990	1612	14
991	1614	13
992	1616	11
993	1618	9
994	1619	8
995	1620	6
996	1622	4
997	1623	3
998	1624	1
999	1626	0
